,City of Seller,City of Purchaser,Time of Order origin,Commodity Index,Amount of Commodity,Whether Emergency? (Yes:1 No:0),Time of Order,Transport,Vehicle
38935,104,499,23:58:22,3,44,0,1438.366667,,
38936,104,500,7:30:09,115,7,0,450.15,,
38937,104,504,2:10:09,1,13,0,130.15,,
38938,104,505,16:15:08,79,1,0,975.1333332999999,,
38939,104,506,7:50:15,25,24,0,470.25,,
38940,104,507,14:25:33,88,15,0,865.55,,
38941,104,508,1:51:51,38,34,1,111.85,,
38942,104,509,13:56:16,121,3,0,836.2666667000001,,
38943,104,511,12:02:56,11,32,0,722.9333333,,
38944,104,511,14:23:56,56,13,0,863.9333332999998,,
38945,104,511,15:53:02,118,13,0,953.0333332999999,,
38946,104,515,22:58:41,108,14,0,1378.683333,,
38947,104,516,14:33:53,32,34,0,873.8833332999999,,
38948,104,524,4:02:18,104,5,0,242.3,,
38949,104,526,13:00:34,77,21,0,780.5666667,,
38950,104,527,5:12:50,74,2,1,312.8333333,,
38951,104,528,14:53:23,42,6,0,893.3833332999999,,
38952,104,532,23:07:46,54,39,0,1387.766667,,
38953,104,533,0:13:03,70,19,0,13.05,,
38954,104,535,3:49:21,43,32,0,229.35,,
38955,104,538,19:30:04,120,21,0,1170.066667,,
38956,104,539,14:55:45,10,4,0,895.75,,
38957,104,544,11:10:46,63,39,1,670.7666667000001,,
38958,104,544,19:30:56,122,9,1,1170.933333,,
38959,104,546,9:23:08,109,22,1,563.1333333,,
38960,104,546,11:35:55,86,28,0,695.9166667000001,,
38961,104,547,1:32:37,28,18,0,92.61666667,,
38962,104,547,2:46:09,78,39,0,166.15,,
38963,104,547,21:26:18,69,11,1,1286.3,,
38964,104,548,12:17:48,93,43,0,737.8,,
38965,104,550,9:51:26,37,40,0,591.4333333,,
38966,104,550,11:34:00,113,24,0,694.0,,
38967,104,551,9:12:55,107,30,0,552.9166667000001,,
38968,104,555,1:26:24,81,6,0,86.4,,
38969,104,555,4:15:49,73,24,0,255.81666669999998,,
38970,104,555,5:02:29,16,21,0,302.4833333,,
38971,104,558,3:18:29,50,41,0,198.4833333,,
38972,104,561,13:09:07,7,49,1,789.1166667,,
38973,104,566,4:15:50,19,18,1,255.83333330000002,,
38974,104,566,5:13:17,37,22,1,313.28333330000004,,
38975,104,567,19:35:26,81,7,0,1175.433333,,
38976,104,570,16:39:52,89,46,0,999.8666667000001,,
38977,104,572,16:00:32,59,20,0,960.5333332999999,,
38978,104,573,0:08:12,84,50,0,8.2,,
38979,104,573,16:19:30,5,34,1,979.5,,
38980,104,574,20:15:11,20,29,0,1215.183333,,
38981,104,577,16:30:41,64,35,0,990.6833332999998,,
38982,104,579,17:49:16,114,29,0,1069.266667,,
38983,104,582,1:27:27,32,45,0,87.45,,
38984,104,582,2:13:21,60,33,0,133.35,,
38985,104,582,8:56:58,25,28,0,536.9666667,,
38986,104,583,13:02:24,45,23,0,782.4,,
38987,104,584,23:59:17,26,1,0,1439.283333,,
38988,104,585,2:05:37,4,24,0,125.61666670000001,,
38989,104,586,21:45:02,100,34,0,1305.033333,,
38990,104,587,4:35:09,75,5,1,275.15,,
38991,104,590,4:15:31,88,49,0,255.5166667,,
38992,104,592,20:37:29,33,3,0,1237.483333,,
38993,104,595,0:59:28,63,22,0,59.46666667,,
38994,104,595,10:19:45,111,34,0,619.75,,
38995,104,595,22:38:41,31,14,0,1358.683333,,
38996,104,596,12:30:54,11,20,0,750.9,,
38997,104,598,9:50:15,62,2,0,590.25,,
38998,104,601,0:58:53,51,45,0,58.88333333,,
38999,104,604,22:19:25,89,50,0,1339.416667,,
39000,104,606,10:40:34,115,19,0,640.5666667,,
39001,104,609,13:22:58,79,28,0,802.9666667,,
39002,104,612,7:34:13,47,34,1,454.21666669999996,,
39003,104,612,11:09:45,22,8,1,669.75,,
39004,104,613,12:54:25,80,44,0,774.4166667000001,,
39005,104,613,14:06:24,23,26,0,846.4,,
39006,104,614,10:28:54,96,21,0,628.9,,
39007,104,615,20:45:08,18,37,0,1245.133333,,
39008,104,616,18:42:54,30,28,0,1122.9,,
39009,104,617,8:09:14,28,23,0,489.2333333000001,,
39010,104,618,12:51:00,87,9,1,771.0,,
39011,104,619,15:58:51,30,9,0,958.85,,
39012,104,620,14:21:12,81,16,0,861.2,,
39013,104,620,21:55:26,92,49,0,1315.433333,,
39014,104,621,2:40:22,108,49,1,160.3666667,,
39015,104,624,2:11:15,65,2,1,131.25,,
39016,104,626,11:32:20,67,39,1,692.3333332999999,,
39017,104,627,8:19:59,79,40,0,499.9833333000001,,
39018,104,627,13:07:14,3,9,0,787.2333332999999,,
39019,104,628,1:58:10,93,28,0,118.16666670000001,,
39020,104,629,9:15:40,85,31,0,555.6666667000001,,
39021,104,630,2:59:04,29,50,0,179.06666669999998,,
39022,104,630,7:18:43,71,4,0,438.71666669999996,,
39023,104,631,3:26:25,60,37,0,206.41666669999998,,
39024,104,631,15:29:59,45,24,0,929.9833332999999,,
39025,104,636,3:15:11,51,39,0,195.18333330000002,,
39026,104,637,17:47:06,102,12,0,1067.1,,
39027,104,637,18:08:27,84,1,0,1088.45,,
39028,104,640,11:03:50,47,8,0,663.8333332999999,,
39029,104,641,2:35:45,25,11,1,155.75,,
39030,104,643,6:53:58,105,39,0,413.96666669999996,,
39031,104,644,23:18:47,81,13,0,1398.783333,,
39032,104,647,20:29:11,100,23,0,1229.183333,,
39033,104,649,11:07:00,68,16,0,667.0,,
39034,104,650,16:30:33,114,44,1,990.55,,
39035,104,652,12:43:30,46,48,0,763.5,,
39036,104,656,13:57:33,112,33,0,837.55,,
39037,105,1,6:38:16,70,47,0,398.2666667,,
39038,105,5,4:02:59,41,38,0,242.9833333,,
39039,105,8,5:45:14,111,47,0,345.2333333,,
39040,105,9,3:32:37,79,10,0,212.6166667,,
39041,105,9,9:37:44,43,8,0,577.7333332999999,,
39042,105,9,11:48:03,52,33,0,708.05,,
39043,105,12,11:54:33,86,49,0,714.55,,
39044,105,13,5:22:10,27,29,0,322.1666667,,
39045,105,16,12:43:36,113,14,0,763.6,,
39046,105,16,22:20:50,117,35,1,1340.833333,,
39047,105,20,18:15:16,57,32,0,1095.266667,,
39048,105,21,3:32:20,32,49,0,212.33333330000002,,
39049,105,22,19:34:40,81,12,0,1174.666667,,
39050,105,25,4:18:24,6,42,0,258.4,,
39051,105,28,19:57:46,56,8,0,1197.766667,,
39052,105,29,2:03:43,13,14,1,123.71666670000002,,
39053,105,29,8:28:46,83,3,1,508.7666666999999,,
39054,105,29,14:40:33,85,7,0,880.55,,
39055,105,30,10:57:49,122,31,0,657.8166667,,
39056,105,30,15:48:11,12,23,0,948.1833332999998,,
39057,105,31,0:37:53,100,40,0,37.88333333,,
39058,105,32,18:14:55,39,23,0,1094.916667,,
39059,105,32,19:12:06,110,23,0,1152.1,,
39060,105,34,10:01:03,47,48,0,601.05,,
39061,105,36,0:22:48,90,6,0,22.8,,
39062,105,38,4:47:06,100,22,0,287.1,,
39063,105,39,4:50:01,28,6,0,290.0166667,,
39064,105,40,4:25:51,51,19,0,265.85,,
39065,105,43,4:07:51,14,9,1,247.85,,
39066,105,43,16:51:44,57,36,1,1011.733333,,
39067,105,43,23:35:00,24,27,0,1415.0,,
39068,105,46,22:17:39,1,12,0,1337.65,,
39069,105,47,16:30:25,80,3,0,990.4166667000002,,
39070,105,49,12:43:10,39,29,1,763.1666667000001,,
39071,105,50,16:21:00,36,8,0,981.0,,
39072,105,51,18:09:00,4,45,0,1089.0,,
39073,105,52,10:36:50,29,34,1,636.8333332999999,,
39074,105,53,17:31:01,75,7,0,1051.016667,,
39075,105,55,7:21:23,71,20,1,441.38333330000006,,
39076,105,57,19:31:12,26,33,0,1171.2,,
39077,105,59,7:36:30,97,9,0,456.5,,
39078,105,60,7:16:25,118,49,0,436.41666669999995,,
39079,105,68,7:31:18,25,31,0,451.3,,
39080,105,76,11:49:13,99,25,0,709.2166667,,
39081,105,76,19:42:00,83,40,0,1182.0,,
39082,105,79,14:20:27,65,18,0,860.45,,
39083,105,81,20:36:31,118,39,0,1236.516667,,
39084,105,82,22:35:31,86,42,1,1355.516667,,
39085,105,83,1:38:02,23,44,0,98.03333333,,
39086,105,85,19:55:43,38,10,1,1195.716667,,
39087,105,86,13:00:07,57,14,0,780.1166667,,
39088,105,87,19:02:26,40,41,0,1142.433333,,
39089,105,88,10:14:01,44,48,0,614.0166667000001,,
39090,105,91,13:34:23,31,32,1,814.3833333,,
39091,105,94,10:06:25,66,26,0,606.4166667000001,,
39092,105,97,16:34:22,20,35,0,994.3666667000001,,
39093,105,97,22:32:42,118,12,0,1352.7,,
39094,105,97,23:01:11,25,33,0,1381.183333,,
39095,105,98,21:16:31,23,31,0,1276.516667,,
39096,105,98,23:56:29,25,32,0,1436.483333,,
39097,105,103,5:30:20,117,25,0,330.3333333,,
39098,105,106,6:46:11,92,13,0,406.1833333,,
39099,105,107,18:09:33,65,50,0,1089.55,,
39100,105,109,4:28:59,39,34,0,268.9833333,,
39101,105,117,16:23:38,75,9,0,983.6333332999999,,
39102,105,117,17:37:48,105,19,0,1057.8,,
39103,105,119,11:23:34,35,28,0,683.5666667,,
39104,105,119,13:18:22,8,43,0,798.3666667,,
39105,105,119,22:42:09,105,38,0,1362.15,,
39106,105,121,10:08:42,58,30,0,608.7,,
39107,105,123,15:25:48,62,8,0,925.8,,
39108,105,126,23:45:39,28,39,0,1425.65,,
39109,105,127,16:15:27,34,47,0,975.45,,
39110,105,128,3:58:12,83,17,0,238.2,,
39111,105,128,14:51:11,101,26,0,891.1833332999998,,
39112,105,129,1:16:10,41,47,0,76.16666667,,
39113,105,130,4:46:56,101,38,0,286.9333333,,
39114,105,130,15:07:54,53,39,0,907.9,,
39115,105,135,1:47:52,45,39,0,107.86666670000001,,
39116,105,135,14:04:56,98,19,0,844.9333332999998,,
39117,105,144,1:26:52,92,1,0,86.86666667,,
39118,105,145,5:01:46,106,13,0,301.7666667,,
39119,105,145,12:19:36,78,6,0,739.6,,
39120,105,147,15:14:02,64,19,0,914.0333332999999,,
39121,105,153,23:29:51,102,28,0,1409.85,,
39122,105,155,22:14:08,72,35,0,1334.133333,,
39123,105,159,21:27:55,115,23,0,1287.916667,,
39124,105,161,1:11:15,113,10,1,71.25,,
39125,105,161,21:38:04,35,40,0,1298.066667,,
39126,105,162,8:36:59,93,29,0,516.9833333,,
39127,105,162,15:11:27,98,44,0,911.45,,
39128,105,164,9:25:56,50,16,0,565.9333333,,
39129,105,164,18:59:43,106,46,0,1139.716667,,
39130,105,165,6:35:50,68,6,0,395.8333333,,
39131,105,167,0:16:43,99,12,0,16.71666667,,
39132,105,167,3:01:02,84,20,0,181.0333333,,
39133,105,168,2:53:11,35,33,0,173.18333330000002,,
39134,105,170,19:28:19,56,39,0,1168.316667,,
39135,105,172,11:51:48,34,14,0,711.8,,
39136,105,174,16:19:01,110,22,0,979.0166667000001,,
39137,105,174,23:58:30,9,48,0,1438.5,,
39138,105,180,3:21:09,97,9,0,201.15,,
39139,105,181,21:22:02,106,47,0,1282.033333,,
39140,105,182,4:53:26,88,34,0,293.4333333,,
39141,105,182,20:39:42,75,24,1,1239.7,,
39142,105,183,17:31:22,116,4,0,1051.366667,,
39143,105,184,0:11:04,17,48,0,11.06666667,,
39144,105,184,20:53:18,11,21,0,1253.3,,
39145,105,186,2:15:09,117,38,0,135.15,,
39146,105,188,6:03:14,84,47,0,363.2333333,,
39147,105,188,21:38:10,42,45,1,1298.166667,,
39148,105,188,21:49:05,9,30,0,1309.083333,,
39149,105,195,2:17:37,41,45,0,137.6166667,,
39150,105,195,8:29:49,106,29,1,509.8166666999999,,
39151,105,197,14:23:21,38,33,0,863.35,,
39152,105,198,23:43:18,74,27,0,1423.3,,
39153,105,199,2:57:54,98,28,0,177.9,,
39154,105,199,8:54:18,21,43,1,534.3,,
39155,105,199,8:58:25,28,20,0,538.4166667000001,,
39156,105,199,14:05:50,7,47,0,845.8333332999998,,
39157,105,200,8:27:06,32,37,0,507.1,,
39158,105,200,21:10:29,120,2,1,1270.483333,,
39159,105,201,3:27:14,84,17,0,207.2333333,,
39160,105,202,16:29:19,118,42,0,989.3166667000002,,
39161,105,207,22:37:07,46,20,0,1357.116667,,
39162,105,208,18:17:09,51,26,1,1097.15,,
39163,105,209,7:06:40,91,10,0,426.66666669999995,,
39164,105,213,19:47:38,116,8,0,1187.633333,,
39165,105,217,13:19:01,60,15,0,799.0166667000001,,
39166,105,220,15:09:13,93,27,0,909.2166667000001,,
39167,105,227,7:38:41,108,39,0,458.6833333000001,,
39168,105,228,15:58:26,67,47,0,958.4333332999998,,
39169,105,228,18:08:01,17,32,0,1088.016667,,
39170,105,229,18:22:44,27,33,0,1102.733333,,
39171,105,231,2:08:10,35,1,0,128.1666667,,
39172,105,231,19:42:49,48,26,0,1182.816667,,
39173,105,231,21:52:53,52,43,0,1312.883333,,
39174,105,234,17:22:48,15,21,0,1042.8,,
39175,105,237,11:39:26,21,49,0,699.4333333,,
39176,105,241,17:45:32,39,32,1,1065.533333,,
39177,105,242,5:13:59,82,30,0,313.9833333,,
39178,105,243,20:27:53,1,41,0,1227.883333,,
39179,105,253,7:10:20,18,15,0,430.33333330000005,,
39180,105,253,13:25:03,88,35,0,805.05,,
39181,105,258,17:36:02,18,35,0,1056.033333,,
39182,105,259,11:18:24,37,10,0,678.4,,
39183,105,260,9:40:49,27,17,1,580.8166667,,
39184,105,262,13:42:27,40,31,0,822.45,,
39185,105,264,5:01:43,78,36,0,301.71666669999996,,
39186,105,265,13:29:24,86,20,0,809.4,,
39187,105,267,17:04:25,79,17,1,1024.416667,,
39188,105,269,6:29:27,109,13,0,389.45,,
39189,105,272,11:47:20,40,17,0,707.3333332999999,,
39190,105,272,13:08:39,75,29,0,788.65,,
39191,105,272,22:12:53,92,5,0,1332.883333,,
39192,105,272,22:18:59,14,48,0,1338.983333,,
39193,105,273,13:09:21,119,26,0,789.35,,
39194,105,274,0:34:39,37,40,1,34.65,,
39195,105,275,2:26:43,68,49,1,146.7166667,,
39196,105,277,3:54:31,68,7,0,234.5166667,,
39197,105,277,8:15:18,67,2,1,495.3,,
39198,105,284,20:32:14,38,21,0,1232.233333,,
39199,105,285,16:59:27,100,2,0,1019.45,,
39200,105,298,22:58:05,94,23,0,1378.083333,,
39201,105,300,19:32:37,49,32,0,1172.616667,,
39202,105,301,13:32:43,100,1,0,812.7166667,,
39203,105,303,9:42:29,2,3,0,582.4833332999999,,
39204,105,304,8:50:42,72,13,0,530.7,,
39205,105,309,7:36:25,17,18,0,456.41666669999995,,
39206,105,313,9:27:47,101,13,0,567.7833333,,
39207,105,313,22:03:44,91,22,1,1323.733333,,
39208,105,316,23:15:27,110,8,1,1395.45,,
39209,105,317,5:33:57,26,20,0,333.95,,
39210,105,318,14:39:59,78,14,0,879.9833332999999,,
39211,105,320,18:07:41,2,4,0,1087.683333,,
39212,105,321,13:19:24,79,33,0,799.4,,
39213,105,324,9:43:00,117,23,0,583.0,,
39214,105,328,18:24:41,53,13,0,1104.683333,,
39215,105,330,12:23:55,76,6,1,743.9166667000001,,
39216,105,330,16:15:15,17,34,0,975.25,,
39217,105,331,15:34:45,56,45,0,934.75,,
39218,105,332,9:22:56,1,29,0,562.9333333,,
39219,105,333,8:50:13,103,38,0,530.2166666999999,,
39220,105,334,22:08:32,87,40,0,1328.533333,,
39221,105,336,8:52:02,71,13,0,532.0333333000001,,
39222,105,336,23:29:23,16,35,0,1409.383333,,
39223,105,338,23:45:54,108,16,0,1425.9,,
39224,105,339,13:24:47,122,12,0,804.7833333,,
39225,105,342,6:18:49,45,18,0,378.8166667,,
39226,105,346,2:37:44,29,43,1,157.7333333,,
39227,105,347,19:55:12,120,11,1,1195.2,,
39228,105,349,0:37:56,2,25,0,37.93333333,,
39229,105,350,2:53:14,40,24,0,173.2333333,,
39230,105,350,6:28:09,4,8,0,388.15,,
39231,105,352,3:34:32,98,10,0,214.5333333,,
39232,105,354,5:38:11,34,7,0,338.1833333,,
39233,105,358,10:52:56,24,21,0,652.9333333,,
39234,105,360,8:38:29,104,16,1,518.4833333,,
39235,105,360,13:50:31,121,7,0,830.5166667000001,,
39236,105,362,14:27:34,73,50,0,867.5666667000002,,
39237,105,364,7:24:59,2,45,0,444.9833333000001,,
39238,105,365,22:35:46,119,47,0,1355.766667,,
39239,105,371,16:06:29,3,31,0,966.4833332999999,,
39240,105,374,2:48:00,72,45,0,168.0,,
39241,105,378,2:22:29,45,16,1,142.4833333,,
39242,105,380,23:59:27,73,38,0,1439.45,,
39243,105,381,1:15:03,23,13,0,75.05,,
39244,105,381,2:05:15,65,21,0,125.25,,
39245,105,382,18:07:42,51,42,0,1087.7,,
39246,105,387,10:22:23,36,25,0,622.3833333,,
39247,105,387,14:03:57,5,24,1,843.95,,
39248,105,390,2:30:09,93,21,0,150.15,,
39249,105,391,5:22:08,63,11,0,322.1333333,,
39250,105,391,10:18:12,101,33,0,618.2,,
39251,105,392,0:00:47,2,14,0,0.783333333,,
39252,105,392,13:02:15,70,48,0,782.25,,
39253,105,393,21:16:27,51,2,0,1276.45,,
39254,105,397,7:47:30,54,4,0,467.5,,
39255,105,403,22:36:29,4,46,0,1356.483333,,
39256,105,404,3:34:49,30,29,0,214.81666669999998,,
39257,105,405,2:59:55,43,14,0,179.91666669999998,,
39258,105,411,5:04:09,90,22,0,304.15,,
39259,105,412,6:02:49,19,20,0,362.8166667,,
39260,105,415,7:27:41,92,28,0,447.6833333000001,,
39261,105,415,19:12:06,90,42,1,1152.1,,
39262,105,420,17:43:57,80,9,0,1063.95,,
39263,105,420,23:58:57,16,15,0,1438.95,,
39264,105,423,20:01:22,54,38,0,1201.366667,,
39265,105,424,5:06:32,13,17,1,306.53333330000004,,
39266,105,429,3:07:00,121,39,0,187.0,,
39267,105,429,17:54:24,83,46,0,1074.4,,
39268,105,431,19:28:12,30,14,0,1168.2,,
39269,105,434,0:38:46,30,23,0,38.76666667,,
39270,105,435,13:47:06,15,49,0,827.1,,
39271,105,436,19:24:08,9,19,1,1164.133333,,
39272,105,438,17:58:53,114,15,0,1078.883333,,
39273,105,440,8:04:40,117,13,0,484.66666669999995,,
39274,105,441,16:03:33,47,9,0,963.55,,
39275,105,442,9:14:46,8,48,0,554.7666667000001,,
39276,105,446,23:15:16,111,33,0,1395.266667,,
39277,105,447,22:55:39,21,36,0,1375.65,,
39278,105,451,17:52:35,119,9,0,1072.583333,,
39279,105,453,16:22:24,45,17,1,982.4,,
39280,105,456,22:41:01,65,28,0,1361.016667,,
39281,105,461,13:34:52,27,28,0,814.8666667,,
39282,105,466,14:18:51,92,29,0,858.85,,
39283,105,467,2:10:21,87,50,0,130.35,,
39284,105,470,18:39:03,34,6,0,1119.05,,
39285,105,472,13:16:33,78,23,0,796.55,,
39286,105,477,4:46:54,110,31,0,286.9,,
39287,105,480,11:02:37,96,39,0,662.6166667,,
39288,105,480,23:03:42,121,32,0,1383.7,,
39289,105,483,7:31:26,114,17,0,451.4333333000001,,
39290,105,484,1:26:33,37,39,0,86.55,,
39291,105,491,7:20:01,8,21,0,440.0166666999999,,
39292,105,491,19:54:00,8,25,0,1194.0,,
39293,105,494,18:05:54,2,31,0,1085.9,,
39294,105,496,13:57:01,9,13,0,837.0166667000001,,
39295,105,497,2:45:43,36,47,0,165.7166667,,
39296,105,497,12:04:04,20,6,1,724.0666667,,
39297,105,499,3:11:34,69,8,0,191.56666669999998,,
39298,105,499,5:37:19,16,41,0,337.3166667,,
39299,105,499,6:57:34,10,3,1,417.5666667,,
39300,105,499,12:44:52,32,34,1,764.8666667,,
39301,105,500,6:55:10,81,21,0,415.1666667,,
39302,105,500,11:41:58,72,5,1,701.9666667,,
39303,105,503,13:32:42,60,38,0,812.7,,
39304,105,504,12:41:56,86,11,0,761.9333333,,
39305,105,504,23:33:39,22,8,0,1413.65,,
39306,105,506,18:05:40,118,26,1,1085.666667,,
39307,105,507,12:40:29,47,4,1,760.4833332999999,,
39308,105,508,20:09:14,5,18,0,1209.233333,,
39309,105,509,17:44:18,93,34,0,1064.3,,
39310,105,511,11:46:49,40,50,0,706.8166667,,
39311,105,512,18:25:35,115,23,0,1105.583333,,
39312,105,513,12:13:07,100,5,0,733.1166667,,
39313,105,514,8:21:26,63,41,0,501.4333333000001,,
39314,105,515,17:57:16,57,41,0,1077.266667,,
39315,105,516,21:05:36,69,10,0,1265.6,,
39316,105,518,4:18:54,42,4,0,258.9,,
39317,105,519,2:24:31,99,6,0,144.5166667,,
39318,105,520,4:50:07,111,31,0,290.1166667,,
39319,105,520,12:17:41,41,24,0,737.6833333,,
39320,105,521,1:30:17,1,50,0,90.28333333,,
39321,105,522,16:07:31,73,35,0,967.5166667000001,,
39322,105,523,0:16:45,65,35,1,16.75,,
39323,105,524,15:56:19,57,19,0,956.3166667000002,,
39324,105,526,22:41:49,33,39,0,1361.816667,,
39325,105,527,0:15:41,122,23,0,15.68333333,,
39326,105,527,13:17:06,31,44,0,797.1,,
39327,105,527,13:55:46,105,30,1,835.7666667000001,,
39328,105,530,11:21:59,4,25,1,681.9833332999999,,
39329,105,531,12:45:06,31,40,0,765.1,,
39330,105,532,16:10:39,23,6,1,970.65,,
39331,105,532,19:07:34,84,3,1,1147.566667,,
39332,105,535,7:22:30,10,47,1,442.5,,
39333,105,536,4:25:47,115,20,0,265.78333330000004,,
39334,105,536,9:31:56,69,45,0,571.9333333,,
39335,105,537,2:23:19,61,30,1,143.31666669999998,,
39336,105,538,3:07:23,31,24,0,187.3833333,,
39337,105,538,18:42:10,64,37,0,1122.166667,,
39338,105,542,11:24:13,48,29,0,684.2166667,,
39339,105,544,15:50:50,49,45,0,950.8333332999998,,
39340,105,544,23:45:18,13,28,0,1425.3,,
39341,105,545,2:39:05,18,15,1,159.08333330000002,,
39342,105,549,19:20:40,55,21,0,1160.666667,,
39343,105,550,3:13:31,27,17,1,193.5166667,,
39344,105,551,10:34:50,102,48,0,634.8333332999999,,
39345,105,551,19:52:33,108,36,1,1192.55,,
39346,105,554,0:43:36,83,36,1,43.6,,
39347,105,554,6:39:19,97,30,1,399.3166667,,
39348,105,559,4:34:07,66,29,0,274.1166667,,
39349,105,559,13:51:01,29,44,0,831.0166667000001,,
39350,105,559,22:16:58,28,23,0,1336.966667,,
39351,105,561,13:01:26,28,42,0,781.4333333,,
39352,105,562,5:22:28,2,47,0,322.46666669999996,,
39353,105,562,23:15:07,14,23,1,1395.116667,,
39354,105,563,3:22:06,56,34,0,202.1,,
39355,105,564,11:52:53,14,8,0,712.8833333,,
39356,105,565,8:02:12,64,8,1,482.2,,
39357,105,568,1:36:12,106,30,1,96.2,,
39358,105,569,5:48:22,102,1,0,348.3666667,,
39359,105,571,12:57:25,31,32,0,777.4166667000001,,
39360,105,574,14:43:28,44,47,0,883.4666667000001,,
39361,105,575,11:56:40,109,3,0,716.6666667000001,,
39362,105,575,14:52:23,71,12,1,892.3833332999999,,
39363,105,576,4:59:30,93,24,0,299.5,,
39364,105,577,18:16:17,121,39,0,1096.283333,,
39365,105,578,3:35:17,25,21,0,215.2833333,,
39366,105,578,11:58:27,79,49,0,718.45,,
39367,105,579,5:43:22,102,25,0,343.3666667,,
39368,105,580,23:53:10,121,34,0,1433.166667,,
39369,105,581,1:50:25,80,20,0,110.41666670000001,,
39370,105,582,0:05:36,106,47,0,5.6,,
39371,105,584,6:27:20,92,38,0,387.3333333,,
39372,105,584,10:00:16,116,4,0,600.2666667000001,,
39373,105,586,15:08:25,108,14,0,908.4166667000002,,
39374,105,588,3:16:02,117,39,0,196.0333333,,
39375,105,591,7:32:43,103,4,0,452.71666669999996,,
39376,105,592,12:37:09,51,33,0,757.15,,
39377,105,592,18:27:23,3,7,0,1107.383333,,
39378,105,593,16:05:55,27,23,0,965.9166667000002,,
39379,105,593,19:53:09,26,19,1,1193.15,,
39380,105,594,19:19:20,41,2,0,1159.333333,,
39381,105,596,8:53:18,39,25,0,533.3,,
39382,105,602,10:35:02,121,1,0,635.0333333,,
39383,105,602,20:55:45,64,44,0,1255.75,,
39384,105,607,1:27:53,111,47,0,87.88333333,,
39385,105,607,23:20:22,88,38,0,1400.366667,,
39386,105,608,0:30:16,17,19,0,30.26666667,,
39387,105,611,17:38:20,89,18,0,1058.333333,,
39388,105,611,19:50:26,17,42,1,1190.433333,,
39389,105,613,2:31:55,106,26,0,151.91666669999998,,
39390,105,615,16:38:38,33,20,0,998.6333332999999,,
39391,105,620,21:21:23,59,48,0,1281.383333,,
39392,105,623,23:03:18,43,21,0,1383.3,,
39393,105,625,22:02:13,110,31,0,1322.216667,,
39394,105,627,10:28:37,30,22,0,628.6166667,,
39395,105,628,23:19:55,76,37,0,1399.916667,,
39396,105,630,11:34:31,90,28,0,694.5166667000001,,
39397,105,633,17:58:15,118,41,1,1078.25,,
39398,105,636,7:58:29,5,43,0,478.4833333000001,,
39399,105,637,2:47:19,92,26,0,167.31666669999998,,
39400,105,637,10:10:56,99,43,1,610.9333333,,
39401,105,641,10:52:18,25,35,0,652.3,,
39402,105,641,23:55:37,82,23,1,1435.616667,,
39403,105,643,7:28:47,37,43,0,448.78333330000004,,
39404,105,644,10:22:20,12,36,0,622.3333332999999,,
39405,105,644,14:07:10,120,21,1,847.1666667000002,,
39406,105,646,8:12:07,115,19,0,492.11666669999994,,
39407,105,646,9:06:06,23,9,0,546.1,,
39408,105,647,4:41:41,117,8,1,281.6833333,,
39409,105,651,6:19:16,84,37,0,379.2666667,,
39410,105,652,14:19:02,10,35,1,859.0333332999999,,
39411,105,653,12:58:50,74,6,0,778.8333332999999,,
39412,105,653,19:01:47,18,49,0,1141.783333,,
39413,105,654,23:09:05,11,9,0,1389.083333,,
39414,105,655,1:01:27,68,12,1,61.45,,
39415,105,656,3:08:56,98,37,0,188.93333330000002,,
39416,106,2,14:31:06,121,18,0,871.1,,
39417,106,12,4:17:57,43,18,0,257.95,,
39418,106,12,15:22:28,101,46,1,922.4666667000001,,
39419,106,12,23:25:54,7,34,0,1405.9,,
39420,106,13,11:42:15,6,19,0,702.25,,
39421,106,21,3:57:23,85,15,0,237.3833333,,
39422,106,21,15:59:47,13,47,0,959.7833332999999,,
39423,106,21,20:28:30,87,10,1,1228.5,,
39424,106,23,15:05:34,68,4,0,905.5666667000002,,
39425,106,24,9:53:15,92,12,1,593.25,,
39426,106,24,15:52:07,56,9,0,952.1166667000001,,
39427,106,25,0:52:30,100,3,0,52.5,,
39428,106,25,22:45:48,52,8,1,1365.8,,
39429,106,27,22:08:29,43,19,0,1328.483333,,
39430,106,31,3:35:16,17,50,0,215.2666667,,
39431,106,31,8:56:03,116,9,0,536.05,,
39432,106,32,5:05:50,109,45,0,305.8333333,,
39433,106,33,14:27:38,48,35,0,867.6333332999999,,
39434,106,35,16:16:39,114,27,0,976.65,,
39435,106,35,18:21:01,95,3,1,1101.016667,,
39436,106,36,12:19:29,20,2,0,739.4833332999999,,
39437,106,37,23:12:40,70,21,0,1392.666667,,
39438,106,44,1:07:20,60,24,1,67.33333333,,
39439,106,46,9:17:15,74,1,0,557.25,,
39440,106,46,19:14:54,118,50,1,1154.9,,
39441,106,47,0:25:44,24,21,0,25.73333333,,
39442,106,47,16:28:21,87,42,0,988.35,,
39443,106,49,20:00:36,59,11,0,1200.6,,
39444,106,49,23:34:21,31,31,0,1414.35,,
39445,106,50,4:44:39,12,25,0,284.65,,
39446,106,51,13:18:05,28,47,0,798.0833332999999,,
39447,106,52,10:21:32,120,38,0,621.5333333,,
39448,106,54,12:18:18,4,8,0,738.3,,
39449,106,57,7:44:59,116,14,0,464.9833333000001,,
39450,106,58,7:04:02,65,34,0,424.03333330000004,,
39451,106,58,18:02:57,27,32,0,1082.95,,
